DISPNAME,FILNAME,FILSIZE,ATTYPE,ATREFNO,SORTNO,ORIGNAME,STOREIN,ADDED_FR,UPLOAD_ON,UPLOAD_BY,ISLINKED,SENDMAIL,EINVOICE

