ACCNO,SOURCE,JOB,LASTYBAL,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

