TAXREFNO,FORMTYPE,DTPERSTART,DTPEREND,ACKNOWNO,STATUS,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON,FRPTDATE,LRPTDATE,TOTNETGST

