STKCODE,STKCODE2,STKCODE3,BSACCNO,OSACCNO,CSACCNO,LASTYBAL,PROJOPEN,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

