DATE,REFNO,INVNO,TYPE,CURR,PJ,ORIGAMT,OUTSAMT,GSTVAL,BDRECOVERD,REFCUST,BDVNO,CRATE,BDTYPE,RECOVAMT,VALLEFT,GSTREC,GSTLEFT,DTPERIODFR,DTPERIODTO,CHECKD

