DATE,FILETYPE,FILEDESC,REFNO,DESP,TOTAMT,STATUS,APPROVAL,APPROVEBY,REASON,ACTIVE,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

