ZCOMPANY,ZADD1,ZADD2,ZADD3,ZADD4,ZSOURCER,ZJOBR,ZNOTER,ZSTRANR,ZA,ZB,ZC,ZD,ZE,ZF,ZG,ZH,ZI,ZJ,ZL,ZM,ZP,ZS,ZT,ZR,ZPALH,ZTBH,ZMA,ZCOGP,ZGROSS,ZNETP,ZNETPA,ZRETP,ZADJRET,ZBSH,ZFB,ZRB,ZNCA,ZBSR1,ZBSR2,ZBSR3,ZPAYMENT,ZVOUCHER,SUPERPASSW,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

