SUBMTDATE,REFNO,CIMBREFNO,GLACCOUNT,GLDESP,DEBITACCNO,ACCDESC,AMOUNT,INSTRDATE,TRNSTATUS,COMP_ID,SYS_ID,AUTH_KEY,GSTREGNO,VOUCH_NO,FPERIOD,POSTED,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

