TAXCODE,TAXDESP,TAXPER,TRANTYPE,TAXTYPE,GLACCNO,TAXSTAT,SSTTYPE,C01MAP,COUNTRY,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

