ADJMONTH,ADJYEAR,TAXPER,VALTAXSUP,VALTOTSUPP,VALEXESUP,PEREXESUP,CHECKDML,GSTVAL,RIRECOVY,RIRECOVD,EXEINTAX,GENFLAG,REFACCNO

