ENTRY,ACCNO,DATE,ARAPTYPE,REFERENCE,REFEXT,ACCEXT,REFNO,DEBITAMT,CREDITAMT,PAIDAMT,PAYSTATUS,FULLPAY,DESP,DESPA,DESPB,DESPC,DESPD,FCAMT,DEBIT_LC,CREDIT_LC,EXC_RATE,AGE,POSTED,LASTBAL,PAYTTIME,NEW,REM1,REM2,REM4,SOURCE,JOB,AGENT,SITE,STRAN,FPERIOD,BATCHNO,TRANNO,GSTVAL,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON,PREPAYM,PREPRVNO,IMPSVCNO

