CURRCODE,CURRENCY,CURRENCY0,CURRENCY1,CURRENCY2,CURRRATE,CURRRATE11,CURRRATE12,CURRRATE13,CURRRATE14,CURRRATE15,CURRRATE16,CURRRATE17,CURRRATE18,CURRRATE19,CURRRATE20,CURRRATE21,CURRRATE22,CURRRATE23,CURRRATE24,CURRRATE25,CURRRATE26,CURRRATE27,CURRRATE28,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON,ECURRCODE

