RECNO,DESP,BATCH_TYPE,DEBITTT,CREDITTT,ID,NOTRAN,LOCKTRAN,POSTSTATUS,DELSTATUS,PRNSTATUS,LOKSTATUS,FIRSTPD,FPERIOD,VOUC_SEQ,CREATED_BY,UPDATED_BY,CREATED_ON,UPDATED_ON

